tweet_id,jpg_url,dog_Type,timestamp,source,text,expanded_urls,rating,name,dog_stage,favorite,retweet
666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,black-and-tan_coonhound,2015-11-17 00:06:54+00:00,Twitter for iPhone,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,https://twitter.com/dog_rates/status/2327,7.0,,None,93,30
666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,toy_terrier,2015-11-17 00:53:15+00:00,Twitter for iPhone,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,https://twitter.com/dog_rates/status/2325,10.0,Walter,None,108,39
666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,Blenheim_spaniel,2015-11-17 01:02:40+00:00,Twitter for iPhone,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,https://twitter.com/dog_rates/status/2324,12.0,,None,277,93
666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,Pembroke,2015-11-17 01:30:57+00:00,Twitter for iPhone,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,https://twitter.com/dog_rates/status/2323,7.0,,None,139,67
666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,Chesapeake_Bay_retriever,2015-11-17 02:00:15+00:00,Twitter for iPhone,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",https://twitter.com/dog_rates/status/2321,10.0,,None,139,42
666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,Ibizan_hound,2015-11-17 15:51:26+00:00,Twitter for iPhone,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,https://twitter.com/dog_rates/status/2317,9.0,Jimothy,None,210,71
666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,German_shepherd,2015-11-17 18:56:35+00:00,Twitter for iPhone,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,https://twitter.com/dog_rates/status/2315,8.0,Christoper,None,161,42
666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,Labrador_retriever,2015-11-17 19:35:19+00:00,Twitter for iPhone,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,https://twitter.com/dog_rates/status/2314,8.0,,None,372,183
666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,miniature_pinscher,2015-11-18 00:36:17+00:00,Twitter for iPhone,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,https://twitter.com/dog_rates/status/2312,5.0,Josep,None,306,150
666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,Italian_greyhound,2015-11-18 00:55:42+00:00,Twitter for iPhone,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,https://twitter.com/dog_rates/status/2311,10.0,,None,331,169
666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,,2015-11-18 01:12:41+00:00,Twitter for iPhone,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,https://twitter.com/dog_rates/status/2310,2.0,,None,662,413
666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,English_setter,2015-11-18 02:25:23+00:00,Twitter for iPhone,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,https://twitter.com/dog_rates/status/2309,8.0,Jockson,None,206,79
666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,miniature_schnauzer,2015-11-18 03:18:55+00:00,Twitter for iPhone,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,https://twitter.com/dog_rates/status/2308,9.0,Jeph,None,447,214
666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,Airedale,2015-11-18 04:27:09+00:00,Twitter for iPhone,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,https://twitter.com/dog_rates/status/2306,10.0,,None,186,67
666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,,2015-11-18 04:35:11+00:00,Twitter for iPhone,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,https://twitter.com/dog_rates/status/2305,3.0,,None,709,475
666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,Rottweiler,2015-11-18 15:07:24+00:00,Twitter for iPhone,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,https://twitter.com/dog_rates/status/2303,10.0,Carll,None,216,79
667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,,2015-11-18 16:12:51+00:00,Twitter for iPhone,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,https://twitter.com/dog_rates/status/2302,9.0,Klevin,None,397,188
667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,golden_retriever,2015-11-18 18:17:59+00:00,Twitter for iPhone,12/10 gimme now https://t.co/QZAnwgnOMB,https://twitter.com/dog_rates/status/2301,12.0,,None,163,43
667065535570550784,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,,2015-11-18 19:43:11+00:00,Twitter for iPhone,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,https://twitter.com/dog_rates/status/2299,8.0,,None,144,40
667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Chihuahua,2015-11-18 20:15:26+00:00,Twitter for iPhone,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,https://twitter.com/dog_rates/status/2297,10.0,Dave,None,354,104
667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,Pembroke,2015-11-18 23:18:48+00:00,Twitter for iPhone,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,https://twitter.com/dog_rates/status/2295,10.0,Gabe,None,290,108
667138269671505920,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,West_Highland_white_terrier,2015-11-19 00:32:12+00:00,Twitter for iPhone,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,https://twitter.com/dog_rates/status/2294,10.0,,None,4042,1884
667171260800061440,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,giant_schnauzer,2015-11-19 02:43:18+00:00,Twitter for iPhone,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,https://twitter.com/dog_rates/status/2290,10.0,Kenneth,None,187,72
667174963120574464,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,toy_poodle,2015-11-19 02:58:01+00:00,Twitter for iPhone,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",https://twitter.com/dog_rates/status/2289,9.0,Clarence,None,219,70
667176164155375616,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,soft-coated_wheaten_terrier,2015-11-19 03:02:47+00:00,Twitter for iPhone,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,https://twitter.com/dog_rates/status/2288,4.0,,None,529,392
667177989038297088,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,vizsla,2015-11-19 03:10:02+00:00,Twitter for iPhone,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,https://twitter.com/dog_rates/status/2287,8.0,,None,167,48
667188689915760640,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,,2015-11-19 03:52:34+00:00,Twitter for iPhone,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,https://twitter.com/dog_rates/status/2285,10.0,,None,647,335
667192066997374976,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,Rottweiler,2015-11-19 04:05:59+00:00,Twitter for iPhone,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,https://twitter.com/dog_rates/status/2284,12.0,,None,334,87
667211855547486208,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,golden_retriever,2015-11-19 05:24:37+00:00,Twitter for iPhone,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,https://twitter.com/dog_rates/status/2282,9.0,Genevieve,None,430,211
667369227918143488,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,,2015-11-19 15:49:57+00:00,Twitter for iPhone,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,https://twitter.com/dog_rates/status/2281,10.0,,None,329,145
667393430834667520,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,papillon,2015-11-19 17:26:08+00:00,Twitter for iPhone,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,https://twitter.com/dog_rates/status/2280,8.0,Fwed,None,170,50
667405339315146752,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,Saint_Bernard,2015-11-19 18:13:27+00:00,Twitter for iPhone,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,https://twitter.com/dog_rates/status/2279,7.0,Biden,None,417,197
667435689202614272,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,Rottweiler,2015-11-19 20:14:03+00:00,Twitter for iPhone,Ermergerd 12/10 https://t.co/PQni2sjPsm,https://twitter.com/dog_rates/status/2278,12.0,,None,271,77
667437278097252352,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,,2015-11-19 20:20:22+00:00,Twitter for iPhone,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,https://twitter.com/dog_rates/status/2277,10.0,,None,399,203
667443425659232256,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,,2015-11-19 20:44:47+00:00,Twitter for iPhone,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N,https://twitter.com/dog_rates/status/2276,6.0,,None,684,494
667453023279554560,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,Labrador_retriever,2015-11-19 21:22:56+00:00,Twitter Web Client,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,https://twitter.com/dog_rates/status/2275,11.0,Cupcake,None,281,75
667455448082227200,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,Tibetan_terrier,2015-11-19 21:32:34+00:00,Twitter Web Client,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,https://twitter.com/dog_rates/status/2274,7.0,Reese,None,171,53
667470559035432960,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,toy_poodle,2015-11-19 22:32:36+00:00,Twitter Web Client,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,https://twitter.com/dog_rates/status/2273,11.0,,None,225,85
667491009379606528,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,borzoi,2015-11-19 23:53:52+00:00,Twitter Web Client,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,https://twitter.com/dog_rates/status/2272,7.0,,None,461,193
667509364010450944,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,beagle,2015-11-20 01:06:48+00:00,Twitter Web Client,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,https://twitter.com/dog_rates/status/2269,12.0,,None,6118,1871
667517642048163840,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,Italian_greyhound,2015-11-20 01:39:42+00:00,Twitter Web Client,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,https://twitter.com/dog_rates/status/2268,8.0,Dook,None,333,167
667524857454854144,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,Chesapeake_Bay_retriever,2015-11-20 02:08:22+00:00,Twitter Web Client,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,https://twitter.com/dog_rates/status/2267,12.0,,None,1515,975
667530908589760512,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,golden_retriever,2015-11-20 02:32:25+00:00,Twitter Web Client,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",https://twitter.com/dog_rates/status/2266,10.0,Naphaniel,None,414,208
667534815156183040,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,Pembroke,2015-11-20 02:47:56+00:00,Twitter Web Client,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",https://twitter.com/dog_rates/status/2265,8.0,Frank,None,727,452
667538891197542400,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,Yorkshire_terrier,2015-11-20 03:04:08+00:00,Twitter Web Client,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",https://twitter.com/dog_rates/status/2264,9.0,,None,176,58
667544320556335104,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,Pomeranian,2015-11-20 03:25:43+00:00,Twitter Web Client,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",https://twitter.com/dog_rates/status/2263,10.0,Kial,None,767,462
667549055577362432,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg,,2015-11-20 03:44:31+00:00,Twitter Web Client,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx,https://twitter.com/dog_rates/status/2261,1.0,,None,5148,1978
667728196545200128,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,kuvasz,2015-11-20 15:36:22+00:00,Twitter Web Client,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,https://twitter.com/dog_rates/status/2257,11.0,Olive,None,325,128
667766675769573376,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,,2015-11-20 18:09:16+00:00,Twitter Web Client,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,https://twitter.com/dog_rates/status/2256,9.0,Calvin,None,379,187
667782464991965184,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg,,2015-11-20 19:12:01+00:00,Twitter for iPhone,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,https://twitter.com/dog_rates/status/2254,9.0,,None,365,210
667793409583771648,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,dalmatian,2015-11-20 19:55:30+00:00,Twitter for iPhone,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,https://twitter.com/dog_rates/status/2253,8.0,,None,613,288
667801013445750784,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,flat-coated_retriever,2015-11-20 20:25:43+00:00,Twitter for iPhone,OMIGOD 12/10 https://t.co/SVMF4Frf1w,https://twitter.com/dog_rates/status/2252,12.0,,None,286,82
667806454573760512,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,Chihuahua,2015-11-20 20:47:20+00:00,Twitter for iPhone,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,https://twitter.com/dog_rates/status/2251,10.0,Filup,None,937,423
667832474953625600,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,miniature_pinscher,2015-11-20 22:30:44+00:00,Twitter for iPhone,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",https://twitter.com/dog_rates/status/2250,12.0,,None,257,55
667861340749471744,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,malamute,2015-11-21 00:25:26+00:00,Twitter for iPhone,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,https://twitter.com/dog_rates/status/2249,9.0,,None,221,69
667866724293877760,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,,2015-11-21 00:46:50+00:00,Twitter for iPhone,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,https://twitter.com/dog_rates/status/2248,10.0,Shaggy,None,2736,906
667873844930215936,https://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg,,2015-11-21 01:15:07+00:00,Twitter for iPhone,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE,https://twitter.com/dog_rates/status/2247,10.0,,None,556,345
667886921285246976,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,Pomeranian,2015-11-21 02:07:05+00:00,Twitter for iPhone,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,https://twitter.com/dog_rates/status/2244,11.0,Erik,None,1654,914
667902449697558528,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,Norwegian_elkhound,2015-11-21 03:08:47+00:00,Twitter for iPhone,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,https://twitter.com/dog_rates/status/2243,9.0,Cleopatricia,None,765,337
667911425562669056,https://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg,,2015-11-21 03:44:27+00:00,Twitter for iPhone,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368,https://twitter.com/dog_rates/status/2242,5.0,,None,433,248
668113020489474048,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,Pembroke,2015-11-21 17:05:31+00:00,Twitter for iPhone,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,https://twitter.com/dog_rates/status/2238,6.0,Alfie,None,590,208
668142349051129856,https://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg,,2015-11-21 19:02:04+00:00,Twitter for iPhone,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10 https://t.co/DnhUw0aBM2,https://twitter.com/dog_rates/status/2237,2.0,,None,512,241
668154635664932864,https://pbs.twimg.com/media/CUXDGR2WcAAUQKz.jpg,,2015-11-21 19:50:53+00:00,Twitter for iPhone,Fun dogs here. Top one clearly an athlete. Bottom one very stable. Not very soft tho. 9/10s would still cuddle both https://t.co/79sHR36NsI,https://twitter.com/dog_rates/status/2236,9.0,,None,444,273
668171859951755264,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,Chihuahua,2015-11-21 20:59:20+00:00,Twitter for iPhone,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,https://twitter.com/dog_rates/status/2235,7.0,,None,428,162
668190681446379520,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,Blenheim_spaniel,2015-11-21 22:14:07+00:00,Twitter for iPhone,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,https://twitter.com/dog_rates/status/2234,12.0,Skittles,None,581,171
668221241640230912,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,chow,2015-11-22 00:15:33+00:00,Twitter for iPhone,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,https://twitter.com/dog_rates/status/2232,10.0,,None,455,171
